,Content ID,Reaction Type,Datetime,content Type,Category,Sentiment,Score
3540,,disgust,08-01-2021 20:20,#N/A,#N/A,negative,0
3541,,super love,17-12-2020 02:10,#N/A,#N/A,positive,75
3542,,worried,21-06-2020 19:23,#N/A,#N/A,negative,12
3543,,worried,11-01-2021 08:40,#N/A,#N/A,negative,12
3544,,heart,12-03-2021 05:46,#N/A,#N/A,positive,60
3545,,peeking,12-09-2020 00:42,#N/A,#N/A,neutral,35
3546,,indifferent,11-11-2020 11:30,#N/A,#N/A,neutral,20
3547,,super love,03-03-2021 06:13,#N/A,#N/A,positive,75
3548,,love,28-02-2021 02:41,#N/A,#N/A,positive,65
3549,,want,06-02-2021 00:30,#N/A,#N/A,positive,70
3550,,want,26-12-2020 19:22,#N/A,#N/A,positive,70
3551,,disgust,13-04-2021 05:12,#N/A,#N/A,negative,0
3552,,hate,25-10-2020 19:24,#N/A,#N/A,negative,5
3553,,like,05-01-2021 22:49,#N/A,#N/A,positive,50
3554,,scared,07-08-2020 01:57,#N/A,#N/A,negative,15
3555,,dislike,11-07-2020 08:10,#N/A,#N/A,negative,10
3556,,love,09-12-2020 04:15,#N/A,#N/A,positive,65
3557,,peeking,21-01-2021 06:51,#N/A,#N/A,neutral,35
3558,,indifferent,20-03-2021 01:19,#N/A,#N/A,neutral,20
3559,,indifferent,19-06-2020 08:20,#N/A,#N/A,neutral,20
3560,,peeking,16-12-2020 15:44,#N/A,#N/A,neutral,35
3561,,adore,10-03-2021 03:48,#N/A,#N/A,positive,72
3562,,interested,16-01-2021 16:07,#N/A,#N/A,positive,30
3563,,like,03-07-2020 17:27,#N/A,#N/A,positive,50
3564,,super love,23-11-2020 13:22,#N/A,#N/A,positive,75
3565,,love,15-05-2021 14:34,#N/A,#N/A,positive,65
3566,,heart,15-06-2021 03:20,#N/A,#N/A,positive,60
3567,,want,02-10-2020 04:37,#N/A,#N/A,positive,70
3568,,indifferent,23-06-2020 02:28,#N/A,#N/A,neutral,20
3569,,super love,16-07-2020 06:39,#N/A,#N/A,positive,75
3570,,like,20-08-2020 09:47,#N/A,#N/A,positive,50
3571,,dislike,22-12-2020 15:25,#N/A,#N/A,negative,10
3573,,interested,26-11-2020 02:26,#N/A,#N/A,positive,30
3574,,want,05-12-2020 03:55,#N/A,#N/A,positive,70
3575,,interested,28-11-2020 04:00,#N/A,#N/A,positive,30
3576,,super love,23-07-2020 04:14,#N/A,#N/A,positive,75
3577,,peeking,16-10-2020 08:12,#N/A,#N/A,neutral,35
3578,,adore,23-05-2021 22:02,#N/A,#N/A,positive,72
3579,,interested,13-06-2021 06:27,#N/A,#N/A,positive,30
3580,,heart,06-12-2020 00:59,#N/A,#N/A,positive,60
3581,,scared,17-08-2020 05:42,#N/A,#N/A,negative,15
3582,,indifferent,28-01-2021 00:46,#N/A,#N/A,neutral,20
3583,,cherish,19-04-2021 11:12,#N/A,#N/A,positive,70
3584,,peeking,13-01-2021 18:46,#N/A,#N/A,neutral,35
3585,,disgust,07-09-2020 18:59,#N/A,#N/A,negative,0
3586,,love,01-06-2021 05:18,#N/A,#N/A,positive,65
3587,,love,13-02-2021 01:45,#N/A,#N/A,positive,65
3588,,cherish,11-12-2020 15:47,#N/A,#N/A,positive,70
3589,,super love,14-11-2020 23:27,#N/A,#N/A,positive,75
3590,,want,10-04-2021 19:39,#N/A,#N/A,positive,70
3592,,peeking,22-11-2020 10:30,#N/A,#N/A,neutral,35
3593,,worried,15-09-2020 05:11,#N/A,#N/A,negative,12
3594,,heart,07-06-2021 14:04,#N/A,#N/A,positive,60
3595,,scared,27-01-2021 09:23,#N/A,#N/A,negative,15
3596,,love,23-06-2020 20:28,#N/A,#N/A,positive,65
3597,,heart,08-02-2021 06:07,#N/A,#N/A,positive,60
3598,,intrigued,12-03-2021 18:33,#N/A,#N/A,positive,45
3599,,want,22-08-2020 20:27,#N/A,#N/A,positive,70
3600,,intrigued,01-01-2021 22:46,#N/A,#N/A,positive,45
3601,,super love,16-10-2020 23:55,#N/A,#N/A,positive,75
3602,,dislike,23-06-2020 10:02,#N/A,#N/A,negative,10
3603,,dislike,20-03-2021 10:59,#N/A,#N/A,negative,10
3604,,love,02-01-2021 15:40,#N/A,#N/A,positive,65
3605,,cherish,27-02-2021 13:35,#N/A,#N/A,positive,70
3606,,indifferent,01-09-2020 00:53,#N/A,#N/A,neutral,20
3607,,love,13-10-2020 03:33,#N/A,#N/A,positive,65
3608,,cherish,20-10-2020 01:05,#N/A,#N/A,positive,70
3609,,indifferent,21-03-2021 07:15,#N/A,#N/A,neutral,20
3610,,worried,28-04-2021 20:58,#N/A,#N/A,negative,12
3611,,love,21-04-2021 03:04,#N/A,#N/A,positive,65
3612,,cherish,28-02-2021 12:17,#N/A,#N/A,positive,70
3613,,love,24-11-2020 03:43,#N/A,#N/A,positive,65
3614,,scared,22-05-2021 08:21,#N/A,#N/A,negative,15
3615,,love,03-08-2020 15:47,#N/A,#N/A,positive,65
3616,,indifferent,19-07-2020 17:11,#N/A,#N/A,neutral,20
3617,,dislike,10-08-2020 19:38,#N/A,#N/A,negative,10
3618,,heart,23-11-2020 06:16,#N/A,#N/A,positive,60
3619,,want,28-07-2020 05:10,#N/A,#N/A,positive,70
3620,,scared,18-07-2020 20:49,#N/A,#N/A,negative,15
3621,,intrigued,11-08-2020 20:34,#N/A,#N/A,positive,45
3622,,adore,18-09-2020 02:35,#N/A,#N/A,positive,72
3623,,indifferent,22-10-2020 09:39,#N/A,#N/A,neutral,20
3624,,want,01-12-2020 19:12,#N/A,#N/A,positive,70
3625,,interested,13-09-2020 15:49,#N/A,#N/A,positive,30
3626,,cherish,25-06-2020 22:23,#N/A,#N/A,positive,70
3627,,intrigued,02-08-2020 22:04,#N/A,#N/A,positive,45
3628,,super love,22-07-2020 18:49,#N/A,#N/A,positive,75
3629,,super love,25-08-2020 12:23,#N/A,#N/A,positive,75
3630,,disgust,08-07-2020 13:41,#N/A,#N/A,negative,0
3631,,scared,02-03-2021 04:17,#N/A,#N/A,negative,15
3632,,interested,03-07-2020 07:19,#N/A,#N/A,positive,30
3633,,super love,04-12-2020 08:13,#N/A,#N/A,positive,75
3634,,heart,22-08-2020 22:34,#N/A,#N/A,positive,60
3635,,peeking,05-09-2020 21:01,#N/A,#N/A,neutral,35
3636,,adore,11-06-2021 08:08,#N/A,#N/A,positive,72
3638,,hate,30-08-2020 10:16,#N/A,#N/A,negative,5
3639,,peeking,24-07-2020 01:16,#N/A,#N/A,neutral,35
3640,,indifferent,05-10-2020 08:08,#N/A,#N/A,neutral,20
3641,,scared,01-07-2020 12:15,#N/A,#N/A,negative,15
3642,,adore,12-10-2020 14:17,#N/A,#N/A,positive,72
3643,,heart,28-06-2020 11:50,#N/A,#N/A,positive,60
3644,,super love,03-03-2021 03:06,#N/A,#N/A,positive,75
3645,,peeking,23-11-2020 23:20,#N/A,#N/A,neutral,35
3646,,scared,07-01-2021 14:49,#N/A,#N/A,negative,15
3647,,hate,17-02-2021 15:52,#N/A,#N/A,negative,5
3648,,love,28-06-2020 21:16,#N/A,#N/A,positive,65
3649,,hate,17-11-2020 18:49,#N/A,#N/A,negative,5
3650,,intrigued,16-01-2021 23:06,#N/A,#N/A,positive,45
3651,,disgust,26-12-2020 08:14,#N/A,#N/A,negative,0
3652,,hate,06-06-2021 16:13,#N/A,#N/A,negative,5
3653,,indifferent,20-01-2021 12:57,#N/A,#N/A,neutral,20
3654,,adore,17-03-2021 07:37,#N/A,#N/A,positive,72
3655,,scared,26-06-2020 06:25,#N/A,#N/A,negative,15
3656,,hate,16-01-2021 22:57,#N/A,#N/A,negative,5
3657,,super love,16-04-2021 16:12,#N/A,#N/A,positive,75
3658,,peeking,21-06-2020 10:39,#N/A,#N/A,neutral,35
3659,,super love,27-06-2020 02:17,#N/A,#N/A,positive,75
3660,,like,09-12-2020 08:18,#N/A,#N/A,positive,50
3661,,indifferent,26-02-2021 17:32,#N/A,#N/A,neutral,20
3662,,disgust,14-11-2020 00:40,#N/A,#N/A,negative,0
3663,,scared,04-12-2020 19:16,#N/A,#N/A,negative,15
3664,,hate,27-05-2021 18:33,#N/A,#N/A,negative,5
3665,,scared,06-02-2021 08:50,#N/A,#N/A,negative,15
3666,,peeking,27-06-2020 04:59,#N/A,#N/A,neutral,35
3667,,like,10-07-2020 04:39,#N/A,#N/A,positive,50
3668,,like,29-11-2020 14:54,#N/A,#N/A,positive,50
3669,,indifferent,12-08-2020 16:37,#N/A,#N/A,neutral,20
3670,,super love,13-11-2020 05:59,#N/A,#N/A,positive,75
3671,,worried,06-04-2021 06:10,#N/A,#N/A,negative,12
3672,,want,24-07-2020 02:26,#N/A,#N/A,positive,70
3673,,disgust,25-05-2021 15:23,#N/A,#N/A,negative,0
3674,,adore,11-09-2020 23:04,#N/A,#N/A,positive,72
3676,,love,31-01-2021 11:57,#N/A,#N/A,positive,65
3677,,peeking,03-04-2021 08:10,#N/A,#N/A,neutral,35
3678,,peeking,18-07-2020 10:27,#N/A,#N/A,neutral,35
3679,,cherish,24-02-2021 06:20,#N/A,#N/A,positive,70
3680,,disgust,28-04-2021 23:43,#N/A,#N/A,negative,0
3681,,heart,15-12-2020 22:28,#N/A,#N/A,positive,60
3682,,disgust,03-09-2020 05:09,#N/A,#N/A,negative,0
3683,,intrigued,22-01-2021 02:29,#N/A,#N/A,positive,45
3684,,like,07-05-2021 14:22,#N/A,#N/A,positive,50
3685,,cherish,27-09-2020 03:04,#N/A,#N/A,positive,70
3686,,want,12-12-2020 14:42,#N/A,#N/A,positive,70
3687,,cherish,20-09-2020 20:33,#N/A,#N/A,positive,70
3688,,scared,06-04-2021 02:40,#N/A,#N/A,negative,15
3689,,heart,05-05-2021 05:31,#N/A,#N/A,positive,60
3690,,want,12-02-2021 21:31,#N/A,#N/A,positive,70
3692,,adore,26-06-2020 19:40,#N/A,#N/A,positive,72
3693,,indifferent,09-02-2021 05:17,#N/A,#N/A,neutral,20
3694,,adore,17-06-2021 14:49,#N/A,#N/A,positive,72
3695,,disgust,16-10-2020 08:30,#N/A,#N/A,negative,0
3696,,interested,01-08-2020 13:31,#N/A,#N/A,positive,30
3697,,scared,08-03-2021 14:16,#N/A,#N/A,negative,15
3698,,intrigued,24-09-2020 05:05,#N/A,#N/A,positive,45
3699,,worried,13-12-2020 17:47,#N/A,#N/A,negative,12
3700,,super love,01-09-2020 06:34,#N/A,#N/A,positive,75
3701,,hate,11-01-2021 01:21,#N/A,#N/A,negative,5
3702,,dislike,01-12-2020 06:01,#N/A,#N/A,negative,10
3703,,scared,23-07-2020 19:13,#N/A,#N/A,negative,15
3704,,hate,27-08-2020 02:00,#N/A,#N/A,negative,5
3705,,super love,21-05-2021 16:24,#N/A,#N/A,positive,75
3706,,want,09-09-2020 06:56,#N/A,#N/A,positive,70
3707,,love,26-09-2020 10:52,#N/A,#N/A,positive,65
3708,,peeking,07-12-2020 10:11,#N/A,#N/A,neutral,35
3709,,interested,16-08-2020 10:14,#N/A,#N/A,positive,30
3710,,worried,21-08-2020 03:57,#N/A,#N/A,negative,12
3711,,cherish,18-05-2021 12:04,#N/A,#N/A,positive,70
3712,,like,02-01-2021 10:56,#N/A,#N/A,positive,50
3713,,disgust,10-05-2021 15:05,#N/A,#N/A,negative,0
3714,,scared,07-05-2021 17:17,#N/A,#N/A,negative,15
3715,,love,05-11-2020 04:52,#N/A,#N/A,positive,65
3716,,disgust,13-01-2021 19:15,#N/A,#N/A,negative,0
3717,,cherish,29-09-2020 03:02,#N/A,#N/A,positive,70
3718,,heart,05-05-2021 18:20,#N/A,#N/A,positive,60
3719,,heart,14-06-2021 05:04,#N/A,#N/A,positive,60
3720,,heart,01-08-2020 01:52,#N/A,#N/A,positive,60
3721,,want,08-06-2021 22:20,#N/A,#N/A,positive,70
3723,,dislike,27-12-2020 22:02,#N/A,#N/A,negative,10
3724,,worried,22-06-2020 04:28,#N/A,#N/A,negative,12
3725,,worried,14-05-2021 06:29,#N/A,#N/A,negative,12
3726,,cherish,01-09-2020 12:38,#N/A,#N/A,positive,70
3727,,disgust,20-06-2020 06:53,#N/A,#N/A,negative,0
3728,,scared,22-09-2020 10:35,#N/A,#N/A,negative,15
3729,,cherish,02-10-2020 19:23,#N/A,#N/A,positive,70
3730,,heart,23-08-2020 18:37,#N/A,#N/A,positive,60
3731,,peeking,18-06-2021 05:40,#N/A,#N/A,neutral,35
3732,,disgust,20-01-2021 05:01,#N/A,#N/A,negative,0
3733,,like,06-02-2021 01:15,#N/A,#N/A,positive,50
3734,,dislike,13-06-2021 12:24,#N/A,#N/A,negative,10
3735,,dislike,29-08-2020 00:12,#N/A,#N/A,negative,10
3736,,intrigued,18-08-2020 03:51,#N/A,#N/A,positive,45
3737,,like,18-06-2020 14:43,#N/A,#N/A,positive,50
3738,,want,18-10-2020 20:23,#N/A,#N/A,positive,70
3739,,adore,18-03-2021 18:41,#N/A,#N/A,positive,72
3740,,want,11-02-2021 03:24,#N/A,#N/A,positive,70
3741,,heart,24-03-2021 16:35,#N/A,#N/A,positive,60
3742,,scared,18-11-2020 14:56,#N/A,#N/A,negative,15
3743,,cherish,22-07-2020 17:59,#N/A,#N/A,positive,70
3744,,indifferent,15-08-2020 12:01,#N/A,#N/A,neutral,20
3745,,heart,07-12-2020 11:01,#N/A,#N/A,positive,60
3746,,dislike,15-09-2020 07:23,#N/A,#N/A,negative,10
3747,,adore,17-11-2020 00:33,#N/A,#N/A,positive,72
3748,,scared,19-08-2020 21:52,#N/A,#N/A,negative,15
3749,,dislike,21-05-2021 00:15,#N/A,#N/A,negative,10
3750,,interested,29-08-2020 04:02,#N/A,#N/A,positive,30
3751,,heart,24-02-2021 15:49,#N/A,#N/A,positive,60
3752,,love,15-09-2020 05:46,#N/A,#N/A,positive,65
3753,,want,18-03-2021 17:45,#N/A,#N/A,positive,70
3754,,want,03-03-2021 18:12,#N/A,#N/A,positive,70
3755,,scared,25-12-2020 02:07,#N/A,#N/A,negative,15
3756,,super love,07-05-2021 11:25,#N/A,#N/A,positive,75
3757,,want,29-07-2020 12:13,#N/A,#N/A,positive,70
3758,,scared,13-07-2020 15:52,#N/A,#N/A,negative,15
3759,,peeking,10-09-2020 15:16,#N/A,#N/A,neutral,35
3760,,like,20-07-2020 05:11,#N/A,#N/A,positive,50
3762,,indifferent,11-11-2020 04:13,#N/A,#N/A,neutral,20
3763,,hate,21-07-2020 22:27,#N/A,#N/A,negative,5
3764,,intrigued,08-04-2021 18:57,#N/A,#N/A,positive,45
3765,,like,27-01-2021 06:59,#N/A,#N/A,positive,50
3766,,hate,14-01-2021 12:44,#N/A,#N/A,negative,5
3767,,heart,16-12-2020 13:54,#N/A,#N/A,positive,60
3768,,super love,05-01-2021 11:37,#N/A,#N/A,positive,75
3769,,super love,30-10-2020 11:17,#N/A,#N/A,positive,75
3770,,want,09-01-2021 08:17,#N/A,#N/A,positive,70
3771,,peeking,27-10-2020 01:58,#N/A,#N/A,neutral,35
3772,,love,22-07-2020 19:22,#N/A,#N/A,positive,65
3773,,disgust,01-11-2020 06:30,#N/A,#N/A,negative,0
3774,,indifferent,17-04-2021 23:08,#N/A,#N/A,neutral,20
3775,,like,05-07-2020 17:35,#N/A,#N/A,positive,50
3776,,like,22-08-2020 15:24,#N/A,#N/A,positive,50
3777,,heart,19-12-2020 07:33,#N/A,#N/A,positive,60
3778,,intrigued,04-05-2021 22:44,#N/A,#N/A,positive,45
3779,,intrigued,01-06-2021 22:22,#N/A,#N/A,positive,45
3781,,heart,14-06-2021 22:02,#N/A,#N/A,positive,60
3782,,intrigued,23-07-2020 06:40,#N/A,#N/A,positive,45
3783,,cherish,13-12-2020 01:49,#N/A,#N/A,positive,70
3784,,intrigued,15-02-2021 11:10,#N/A,#N/A,positive,45
3785,,peeking,06-12-2020 04:04,#N/A,#N/A,neutral,35
3786,,cherish,19-09-2020 01:16,#N/A,#N/A,positive,70
3787,,adore,22-10-2020 16:02,#N/A,#N/A,positive,72
3788,,super love,29-07-2020 18:58,#N/A,#N/A,positive,75
3789,,want,27-03-2021 21:30,#N/A,#N/A,positive,70
3790,,cherish,29-01-2021 20:12,#N/A,#N/A,positive,70
3791,,hate,24-04-2021 10:33,#N/A,#N/A,negative,5
3792,,intrigued,27-04-2021 18:16,#N/A,#N/A,positive,45
3793,,cherish,15-12-2020 13:08,#N/A,#N/A,positive,70
3794,,heart,09-05-2021 08:09,#N/A,#N/A,positive,60
3795,,intrigued,22-11-2020 20:11,#N/A,#N/A,positive,45
3796,,interested,20-01-2021 02:04,#N/A,#N/A,positive,30
3797,,interested,02-01-2021 16:40,#N/A,#N/A,positive,30
3798,,interested,03-02-2021 23:04,#N/A,#N/A,positive,30
3799,,cherish,03-03-2021 00:14,#N/A,#N/A,positive,70
3800,,hate,15-09-2020 20:38,#N/A,#N/A,negative,5
3801,,indifferent,14-04-2021 16:01,#N/A,#N/A,neutral,20
3802,,want,27-03-2021 17:36,#N/A,#N/A,positive,70
3803,,love,13-02-2021 08:15,#N/A,#N/A,positive,65
3804,,disgust,16-09-2020 15:06,#N/A,#N/A,negative,0
3805,,hate,15-04-2021 18:57,#N/A,#N/A,negative,5
3806,,heart,25-04-2021 02:45,#N/A,#N/A,positive,60
3807,,peeking,07-11-2020 05:19,#N/A,#N/A,neutral,35
3808,,dislike,11-01-2021 19:35,#N/A,#N/A,negative,10
3809,,super love,07-09-2020 17:38,#N/A,#N/A,positive,75
3810,,peeking,12-03-2021 23:33,#N/A,#N/A,neutral,35
3811,,adore,04-10-2020 21:04,#N/A,#N/A,positive,72
3812,,dislike,07-07-2020 01:29,#N/A,#N/A,negative,10
3813,,peeking,13-12-2020 23:04,#N/A,#N/A,neutral,35
3815,,love,12-11-2020 14:33,#N/A,#N/A,positive,65
3816,,super love,13-05-2021 07:51,#N/A,#N/A,positive,75
3817,,interested,22-10-2020 13:07,#N/A,#N/A,positive,30
3818,,scared,19-12-2020 08:41,#N/A,#N/A,negative,15
3819,,worried,30-08-2020 01:36,#N/A,#N/A,negative,12
3820,,peeking,11-02-2021 19:20,#N/A,#N/A,neutral,35
3821,,peeking,18-01-2021 16:46,#N/A,#N/A,neutral,35
3822,,adore,05-03-2021 08:27,#N/A,#N/A,positive,72
3823,,peeking,27-06-2020 04:37,#N/A,#N/A,neutral,35
3824,,want,09-09-2020 13:06,#N/A,#N/A,positive,70
3825,,like,03-08-2020 00:25,#N/A,#N/A,positive,50
3826,,want,06-11-2020 13:07,#N/A,#N/A,positive,70
3827,,disgust,05-05-2021 13:03,#N/A,#N/A,negative,0
3828,,peeking,17-05-2021 03:44,#N/A,#N/A,neutral,35
3829,,peeking,12-02-2021 21:21,#N/A,#N/A,neutral,35
3830,,interested,23-08-2020 05:42,#N/A,#N/A,positive,30
3831,,super love,30-04-2021 02:38,#N/A,#N/A,positive,75
3832,,adore,07-11-2020 09:42,#N/A,#N/A,positive,72
3833,,super love,30-09-2020 14:38,#N/A,#N/A,positive,75
3834,,worried,07-08-2020 02:58,#N/A,#N/A,negative,12
3835,,interested,10-08-2020 22:08,#N/A,#N/A,positive,30
3836,,worried,07-03-2021 12:05,#N/A,#N/A,negative,12
3837,,worried,16-10-2020 03:36,#N/A,#N/A,negative,12
3838,,super love,19-07-2020 10:14,#N/A,#N/A,positive,75
3839,,adore,13-09-2020 04:25,#N/A,#N/A,positive,72
3841,,peeking,23-09-2020 14:38,#N/A,#N/A,neutral,35
3842,,interested,25-11-2020 06:59,#N/A,#N/A,positive,30
3843,,adore,23-05-2021 19:43,#N/A,#N/A,positive,72
3844,,hate,26-06-2020 19:59,#N/A,#N/A,negative,5
3845,,love,01-12-2020 15:15,#N/A,#N/A,positive,65
3846,,hate,05-10-2020 23:20,#N/A,#N/A,negative,5
3847,,indifferent,28-05-2021 02:01,#N/A,#N/A,neutral,20
3848,,heart,04-01-2021 00:34,#N/A,#N/A,positive,60
3849,,like,06-04-2021 04:27,#N/A,#N/A,positive,50
3850,,want,23-08-2020 11:36,#N/A,#N/A,positive,70
3851,,scared,08-11-2020 10:50,#N/A,#N/A,negative,15
3852,,hate,23-09-2020 18:41,#N/A,#N/A,negative,5
3854,,hate,07-06-2021 05:28,#N/A,#N/A,negative,5
3855,,super love,03-09-2020 01:00,#N/A,#N/A,positive,75
3856,,disgust,12-07-2020 11:17,#N/A,#N/A,negative,0
3857,,adore,15-11-2020 07:34,#N/A,#N/A,positive,72
3858,,super love,21-08-2020 03:58,#N/A,#N/A,positive,75
3859,,disgust,12-12-2020 03:19,#N/A,#N/A,negative,0
3860,,cherish,11-01-2021 18:58,#N/A,#N/A,positive,70
3861,,love,02-07-2020 16:46,#N/A,#N/A,positive,65
3862,,want,21-10-2020 19:33,#N/A,#N/A,positive,70
3863,,love,07-05-2021 17:01,#N/A,#N/A,positive,65
3864,,disgust,07-03-2021 03:51,#N/A,#N/A,negative,0
3865,,intrigued,24-05-2021 00:53,#N/A,#N/A,positive,45
3866,,scared,11-03-2021 09:03,#N/A,#N/A,negative,15
3867,,intrigued,28-06-2020 15:22,#N/A,#N/A,positive,45
3868,,adore,21-01-2021 05:43,#N/A,#N/A,positive,72
3869,,dislike,13-01-2021 04:56,#N/A,#N/A,negative,10
3870,,dislike,16-08-2020 18:38,#N/A,#N/A,negative,10
3871,,indifferent,27-06-2020 03:12,#N/A,#N/A,neutral,20
3872,,super love,04-08-2020 07:27,#N/A,#N/A,positive,75
3873,,indifferent,01-11-2020 21:09,#N/A,#N/A,neutral,20
3874,,peeking,28-12-2020 02:19,#N/A,#N/A,neutral,35
3875,,intrigued,26-05-2021 06:53,#N/A,#N/A,positive,45
3876,,adore,05-04-2021 07:53,#N/A,#N/A,positive,72
3877,,scared,13-01-2021 06:47,#N/A,#N/A,negative,15
3878,,hate,06-10-2020 19:44,#N/A,#N/A,negative,5
3879,,interested,24-07-2020 00:33,#N/A,#N/A,positive,30
3880,,want,14-08-2020 23:39,#N/A,#N/A,positive,70
3881,,hate,12-10-2020 20:03,#N/A,#N/A,negative,5
3882,,like,16-08-2020 16:52,#N/A,#N/A,positive,50
3883,,interested,26-06-2020 02:32,#N/A,#N/A,positive,30
3884,,intrigued,31-10-2020 21:53,#N/A,#N/A,positive,45
3885,,hate,01-03-2021 05:23,#N/A,#N/A,negative,5
3886,,like,16-10-2020 06:31,#N/A,#N/A,positive,50
3887,,cherish,07-07-2020 16:42,#N/A,#N/A,positive,70
3888,,adore,28-03-2021 00:47,#N/A,#N/A,positive,72
3889,,adore,25-01-2021 19:11,#N/A,#N/A,positive,72
3890,,scared,01-10-2020 09:00,#N/A,#N/A,negative,15
3891,,adore,17-06-2021 06:23,#N/A,#N/A,positive,72
3892,,indifferent,28-11-2020 14:16,#N/A,#N/A,neutral,20
3893,,adore,18-02-2021 04:31,#N/A,#N/A,positive,72
3894,,hate,16-04-2021 12:00,#N/A,#N/A,negative,5
3895,,intrigued,06-05-2021 16:54,#N/A,#N/A,positive,45
3896,,love,07-01-2021 20:01,#N/A,#N/A,positive,65
3897,,hate,07-04-2021 16:36,#N/A,#N/A,negative,5
3898,,scared,09-10-2020 21:06,#N/A,#N/A,negative,15
3899,,love,16-02-2021 16:23,#N/A,#N/A,positive,65
3900,,peeking,14-02-2021 06:10,#N/A,#N/A,neutral,35
3901,,indifferent,18-12-2020 20:24,#N/A,#N/A,neutral,20
3903,,peeking,03-02-2021 06:46,#N/A,#N/A,neutral,35
3904,,like,08-03-2021 09:29,#N/A,#N/A,positive,50
3905,,dislike,16-04-2021 00:48,#N/A,#N/A,negative,10
3906,,like,18-11-2020 09:05,#N/A,#N/A,positive,50
3907,,worried,06-12-2020 13:57,#N/A,#N/A,negative,12
3908,,super love,10-06-2021 10:19,#N/A,#N/A,positive,75
3909,,like,09-08-2020 21:52,#N/A,#N/A,positive,50
3910,,peeking,25-10-2020 23:05,#N/A,#N/A,neutral,35
3911,,hate,09-03-2021 19:26,#N/A,#N/A,negative,5
3912,,scared,28-01-2021 13:58,#N/A,#N/A,negative,15
3913,,adore,10-06-2021 12:14,#N/A,#N/A,positive,72
3914,,dislike,21-08-2020 19:50,#N/A,#N/A,negative,10
3915,,want,20-01-2021 07:14,#N/A,#N/A,positive,70
3916,,super love,21-08-2020 20:13,#N/A,#N/A,positive,75
3917,,like,11-09-2020 09:47,#N/A,#N/A,positive,50
3918,,scared,11-03-2021 21:07,#N/A,#N/A,negative,15
3919,,like,04-02-2021 10:53,#N/A,#N/A,positive,50
3920,,cherish,24-07-2020 12:30,#N/A,#N/A,positive,70
3921,,hate,28-09-2020 17:29,#N/A,#N/A,negative,5
3923,,want,28-02-2021 21:06,#N/A,#N/A,positive,70
3924,,peeking,16-03-2021 13:48,#N/A,#N/A,neutral,35
3925,,intrigued,01-10-2020 05:02,#N/A,#N/A,positive,45
3926,,interested,09-10-2020 19:46,#N/A,#N/A,positive,30
3927,,dislike,16-05-2021 09:58,#N/A,#N/A,negative,10
3928,,like,28-10-2020 15:05,#N/A,#N/A,positive,50
3929,,interested,24-12-2020 11:15,#N/A,#N/A,positive,30
3930,,adore,11-08-2020 18:55,#N/A,#N/A,positive,72
3931,,intrigued,27-06-2020 08:23,#N/A,#N/A,positive,45
3932,,like,09-04-2021 15:27,#N/A,#N/A,positive,50
3933,,peeking,06-06-2021 02:55,#N/A,#N/A,neutral,35
3934,,intrigued,19-11-2020 10:01,#N/A,#N/A,positive,45
3935,,like,14-10-2020 08:52,#N/A,#N/A,positive,50
3936,,hate,02-06-2021 19:24,#N/A,#N/A,negative,5
3937,,adore,18-11-2020 16:28,#N/A,#N/A,positive,72
3938,,indifferent,11-08-2020 09:09,#N/A,#N/A,neutral,20
3939,,like,18-03-2021 03:15,#N/A,#N/A,positive,50
3940,,like,02-04-2021 18:41,#N/A,#N/A,positive,50
3941,,hate,31-08-2020 20:01,#N/A,#N/A,negative,5
3942,,scared,16-08-2020 12:23,#N/A,#N/A,negative,15
3943,,worried,20-04-2021 21:48,#N/A,#N/A,negative,12
3944,,super love,13-02-2021 13:18,#N/A,#N/A,positive,75
3945,,adore,28-07-2020 22:32,#N/A,#N/A,positive,72
3946,,heart,12-03-2021 18:40,#N/A,#N/A,positive,60
3947,,indifferent,20-08-2020 01:39,#N/A,#N/A,neutral,20
3948,,peeking,29-12-2020 07:59,#N/A,#N/A,neutral,35
3949,,intrigued,01-01-2021 02:54,#N/A,#N/A,positive,45
3950,,interested,30-01-2021 14:32,#N/A,#N/A,positive,30
3951,,worried,21-08-2020 04:50,#N/A,#N/A,negative,12
3952,,cherish,25-08-2020 03:40,#N/A,#N/A,positive,70
3953,,hate,06-11-2020 10:34,#N/A,#N/A,negative,5
3954,,want,25-03-2021 15:34,#N/A,#N/A,positive,70
3955,,peeking,07-01-2021 17:26,#N/A,#N/A,neutral,35
3956,,want,27-05-2021 12:04,#N/A,#N/A,positive,70
3957,,hate,23-07-2020 13:56,#N/A,#N/A,negative,5
3958,,heart,17-06-2021 11:52,#N/A,#N/A,positive,60
3959,,peeking,31-08-2020 23:36,#N/A,#N/A,neutral,35
3960,,intrigued,09-07-2020 18:44,#N/A,#N/A,positive,45
3961,,disgust,25-01-2021 12:39,#N/A,#N/A,negative,0
3962,,want,08-11-2020 19:52,#N/A,#N/A,positive,70
3963,,interested,08-03-2021 08:39,#N/A,#N/A,positive,30
3964,,heart,17-01-2021 02:08,#N/A,#N/A,positive,60
3965,,heart,20-03-2021 09:26,#N/A,#N/A,positive,60
3966,,heart,24-08-2020 19:44,#N/A,#N/A,positive,60
3968,,want,12-02-2021 11:54,#N/A,#N/A,positive,70
3970,,disgust,09-04-2021 00:41,#N/A,#N/A,negative,0
3971,,heart,27-10-2020 23:23,#N/A,#N/A,positive,60
